date,open,close,volume,high,low
2014/12/19,112.26,111.78,86595830,113.24,111.66
2014/12/18,111.87,112.65,58785590,112.65,110.66
2014/12/17,107.12,109.41,53265930,109.84,106.82
2014/12/16,106.37,106.745,60651790,110.16,106.26
2014/12/15,110.7,108.225,67083260,111.6,106.35
2014/12/12,110.46,109.73,55873820,111.87,109.58
2014/12/11,112.26,111.62,41404690,113.8,111.34
2014/12/10,114.41,111.95,44475360,114.85,111.54
2014/12/09,110.19,114.12,60112240,114.3,109.35
2014/12/08,114.1,112.4,57445030,114.648,111.62
2014/12/05,115.99,115,38230970,116.08,114.64
2014/12/04,115.77,115.49,42068020,117.2,115.29
2014/12/03,115.75,115.93,42956200,116.35,115.11
2014/12/02,113.5,114.63,59205320,115.75,112.75
2014/12/01,118.81,115.07,83657780,119.25,111.27
2014/11/28,119.27,118.93,24814400,119.4,118.05
2014/11/26,117.94,119,40756950,119.1,117.83
2014/11/25,119.07,117.6,68719930,119.75,117.45
2014/11/24,116.85,118.625,46867340,118.77,116.62
2014/11/21,117.51,116.47,56759320,117.57,116.03
2014/11/20,114.91,116.31,43148650,116.86,114.85
2014/11/19,115.44,114.67,41815550,115.74,113.8
2014/11/18,113.94,115.47,44163250,115.69,113.89
2014/11/17,114.27,113.99,46687710,117.28,113.3
2014/11/14,113.15,114.18,43789060,114.19,113.05
2014/11/13,111.8,112.82,59418180,113.45,111.6
2014/11/12,109.38,111.25,46372630,111.43,109.37
2014/11/11,108.7,109.7,27330410,109.75,108.4
2014/11/10,109.02,108.83,27066060,109.33,108.67
2014/11/07,108.75,109.01,33655280,109.32,108.55
2014/11/06,108.6,108.7,34733740,108.79,107.8
2014/11/05,109.1,108.86,37365530,109.3,108.125
2014/11/04,109.36,108.6,41423660,109.49,107.72
2014/11/03,108.22,109.4,52154490,110.3,108.01
2014/10/31,108.01,108,44550790,108.04,107.21
2014/10/30,106.959,106.98,40572000,107.35,105.9
2014/10/29,106.65,107.34,52545580,107.37,106.36
2014/10/28,105.4,106.74,47689070,106.74,105.35
2014/10/27,104.85,105.11,34086120,105.48,104.7
2014/10/24,105.18,105.22,46937880,105.49,104.53
2014/10/23,104.08,104.83,70760150,105.051,103.63
2014/10/22,102.84,102.99,68140010,104.11,102.6
2014/10/21,103.02,102.47,93786680,103.02,101.27
2014/10/20,98.315,99.76,75705040,99.96,98.22
2014/10/17,97.5,97.67,67723910,99,96.81
2014/10/16,95.55,96.26,72017830,97.72,95.41
2014/10/15,97.97,97.54,99942790,99.15,95.18
2014/10/14,100.39,98.75,63287170,100.52,98.57
2014/10/13,101.33,99.81,53437060,101.78,99.81
2014/10/10,100.69,100.73,66249770,102.03,100.3
2014/10/09,101.54,101.02,77283330,102.38,100.61
2014/10/08,98.76,100.8,57329820,101.11,98.31
2014/10/07,99.43,98.75,42003200,100.12,98.73
2014/10/06,99.95,99.62,36780620,100.65,99.42
2014/10/03,99.44,99.62,43419580,100.21,99.04
2014/10/02,99.27,99.9,47697150,100.22,98.04
2014/10/01,100.59,99.18,51400260,100.69,98.7
2014/09/30,100.81,100.75,55119980,101.54,100.53
2014/09/29,98.65,100.11,49263260,100.435,98.63
2014/09/26,98.53,100.75,62276770,100.75,98.4
2014/09/25,100.51,97.87,99689300,100.71,97.72
2014/09/24,102.16,101.75,59974260,102.85,101.2
2014/09/23,100.6,102.64,63255860,102.94,100.54
2014/09/22,101.8,101.06,52421660,102.14,100.58
2014/09/19,102.29,100.96,70747430,102.35,100.88
2014/09/18,101.93,101.79,36971170,102.35,101.56
2014/09/17,101.27,101.58,60783090,101.8,100.5922
2014/09/16,99.8,100.86,66754370,101.26,98.89
2014/09/15,102.81,101.63,61169670,103.05,101.44
2014/09/12,101.21,101.66,62826040,102.19,101.08
2014/09/11,100.41,101.43,62077230,101.44,99.62
2014/09/10,98.01,101,100352500,101.11,97.76
2014/09/09,99.08,97.99,189419500,103.08,96.14
2014/09/08,99.3,98.36,46176570,99.31,98.05
2014/09/05,98.8,98.97,58280030,99.39,98.31
2014/09/04,98.85,98.12,85537710,100.09,97.79
2014/09/03,103.1,98.94,125000400,103.2,98.58
2014/09/02,103.06,103.3,53227770,103.74,102.72
2014/08/29,102.86,102.5,44516120,102.9,102.2
2014/08/28,101.59,102.25,68368740,102.78,101.56
2014/08/27,101.02,102.13,46807000,102.57,100.7
2014/08/26,101.42,100.889,33079170,101.5,100.86
2014/08/25,101.79,101.54,40087220,102.17,101.28
2014/08/22,100.29,101.32,44028280,101.47,100.19
2014/08/21,100.57,100.58,33377530,100.94,100.11
2014/08/20,100.44,100.57,52565000,101.09,99.95
2014/08/19,99.41,100.53,69189840,100.68,99.32
2014/08/18,98.49,99.16,47285630,99.37,97.98
2014/08/15,97.9,97.98,48938120,98.19,96.86
2014/08/14,97.33,97.5,28056530,97.57,96.8
2014/08/13,96.15,97.24,31866630,97.24,96.04
2014/08/12,96.04,95.97,33485870,96.88,95.61
2014/08/11,95.27,95.99,36459430,96.08,94.8355
2014/08/08,94.26,94.74,41783300,94.82,93.28
2014/08/07,94.93,94.48,46553350,95.95,94.1
2014/08/06,94.75,94.96,38463700,95.48,94.71
2014/08/05,95.36,95.12,55861030,95.68,94.36
2014/08/04,96.37,95.59,39860740,96.58,95.17
2014/08/01,94.9,96.13,48379730,96.62,94.81
2014/07/31,97.16,95.6,56625420,97.45,95.33
2014/07/30,98.44,98.15,32978480,98.7,97.67
2014/07/29,99.33,98.38,42957960,99.44,98.25
2014/07/28,97.82,99.02,54926940,99.24,97.55
2014/07/25,96.85,97.671,43384590,97.84,96.64
2014/07/24,97.035,97.03,45609040,97.32,96.42
2014/07/23,95.42,97.19,90937230,97.88,95.17
2014/07/22,94.68,94.72,54297530,94.89,94.12
2014/07/21,94.99,93.939,38792960,95,93.72
2014/07/18,93.62,94.43,49838110,94.74,93.02
2014/07/17,95.03,93.0899,57111160,95.279,92.57
2014/07/16,96.97,94.78,53323940,97.1,94.74
2014/07/15,96.8,95.32,45187420,96.85,95.03
2014/07/14,95.86,96.45,42643760,96.89,95.65
2014/07/11,95.36,95.22,33960300,95.89,94.8625
2014/07/10,93.76,95.035,39633800,95.55,93.52
2014/07/09,95.44,95.39,36267350,95.95,94.76
2014/07/08,96.27,95.35,65111960,96.8,93.92
2014/07/07,94.14,95.968,54809030,95.99,94.1
2014/07/03,93.67,94.03,22891750,94.1,93.2
2014/07/02,93.865,93.48,28414310,94.06,93.09
2014/07/01,93.52,93.52,38156280,94.07,93.13
2014/06/30,92.1,92.93,49474230,93.725,92.09
2014/06/27,90.82,91.98,61758200,92,90.77
2014/06/26,90.37,90.9,32528680,91.05,89.8
2014/06/25,90.21,90.36,36835900,90.7,89.65
2014/06/24,90.75,90.28,38977670,91.74,90.19
2014/06/23,91.32,90.83,43611710,91.62,90.6
2014/06/20,91.85,90.91,100478600,92.55,90.9
2014/06/19,92.29,91.86,35476080,92.3,91.3389
2014/06/18,92.27,92.18,33314720,92.29,91.35
2014/06/17,92.31,92.08,29684620,92.7,91.8
2014/06/16,91.51,92.2,35371460,92.75,91.45
2014/06/13,92.2,91.28,54406640,92.44,90.88
2014/06/12,94.04,92.29,54628650,94.12,91.9
2014/06/11,94.13,93.86,45528740,94.76,93.47
2014/06/10,94.73,94.25,62563070,95.05,93.57
2014/06/09,92.7,93.7,75295450,93.88,91.75
2014/06/06,92.8428,92.2243,87403076,93.0371,92.0671
2014/06/05,92.3143,92.4785,75796583,92.7671,91.8014
2014/06/04,91.0628,92.1171,83735285,92.5557,90.8728
2014/06/03,89.78,91.0771,73043412,91.2485,89.75
2014/06/02,90.5657,89.8071,92179668,90.69,88.9285
2014/05/30,91.14,90.4285,140860202,92.0243,89.8428
2014/05/29,89.6928,90.7685,93737728,90.9814,89.6814
2014/05/28,89.4314,89.1443,78793704,89.9757,89.1114
2014/05/27,87.9828,89.3757,86840486,89.4085,87.9471
2014/05/23,86.75,87.7328,57918367,87.8184,86.6385
2014/05/22,86.6571,86.7528,50142667,87.1214,86.3
2014/05/21,86.2614,86.6157,49184983,86.6714,86.0085
2014/05/20,86.3585,86.3871,58232373,86.6285,85.8185
2014/05/19,85.4071,86.37,78819884,86.7614,85.3328
2014/05/16,84.09,85.3585,68960136,85.3614,83.6285
2014/05/15,84.9571,84.1171,57427744,85.2285,84.0057
2014/05/14,84.6328,84.8385,41505203,85.3428,84.5343
2014/05/13,84.5714,84.8228,39854512,84.9343,84.3857
2014/05/12,83.9271,84.69,53184042,84.8085,83.9143
2014/05/09,83.5057,83.6489,72767192,83.75,82.9043
2014/05/08,84.0357,83.9985,57243511,84.9157,83.7714
2014/05/07,85.0357,84.6185,70532231,85.3271,83.9614
2014/05/06,85.9714,84.9157,93468228,86.3442,84.9157
2014/05/05,84.3057,85.8514,71523851,85.8571,84.2857
2014/05/02,84.62,84.6543,47673150,84.8857,84.2443
2014/05/01,84.5714,84.4971,60958860,84.9714,83.7657
2014/04/30,84.6628,84.2985,114029614,85.6328,84.2571
2014/04/29,84.82,84.6185,84049445,85.14,84.2157
2014/04/28,81.8285,84.87,167001640,85.1071,81.7928
2014/04/25,80.6471,81.7057,97435199,81.7128,80.5657
2014/04/24,81.1728,81.11,189588407,81.4285,80.1043
2014/04/23,75.58,74.9643,93473618,75.8757,74.9214
2014/04/22,75.4728,75.957,50607747,75.9751,75.2144
2014/04/21,75.0485,75.8814,45546494,76.02,74.8514
2014/04/17,74.2857,74.9914,70978621,75.3943,74.1714
2014/04/16,74.0071,74.1443,52515794,74.4414,73.4479
2014/04/15,74.3243,73.9942,66461884,74.52,73.0471
2014/04/14,74.5571,74.5257,51252748,74.5943,73.8871
2014/04/11,74.1428,74.23,67920698,74.69,73.8771
2014/04/10,75.8114,74.7828,59701814,76.0343,74.7385
2014/04/09,74.6628,75.76,51357706,75.7843,74.5743
2014/04/08,75.0271,74.7771,60880929,75.16,74.1
2014/04/07,75.4314,74.7814,72146992,75.8428,74.5557
2014/04/04,77.1157,75.9743,68615246,77.1428,75.7971
2014/04/03,77.3414,76.97,40472773,77.5,76.8057
2014/04/02,77.4828,77.5071,44803807,77.64,77.18
2014/04/01,76.8228,77.3785,50069657,77.41,76.6814
2014/03/31,77.0328,76.6771,41787976,77.2585,76.5614
2014/03/28,76.9028,76.6943,49703046,76.9914,76.3214
2014/03/27,77.145,76.78,55330425,77.3571,76.4457
2014/03/26,78.0743,77.1114,74394902,78.4285,76.98
2014/03/25,77.3571,77.8557,70284361,77.9643,77.0843
2014/03/24,76.9171,77.0271,88674487,77.2143,76.4371
2014/03/21,75.99,76.1243,93431688,76.25,75.19
2014/03/20,75.6985,75.5285,52017415,76.0957,75.3357
2014/03/19,76.0371,75.8943,56077605,76.6057,75.5714
2014/03/18,75.1285,75.9143,52279152,75.9957,75.0286
2014/03/17,75.3857,75.2485,49725201,75.71,75.1214
2014/03/14,75.5414,74.9557,59166181,75.8414,74.7143
2014/03/13,76.7771,75.8071,64314038,77.0943,75.5943
2014/03/12,76.3585,76.6585,49819071,76.7643,76
2014/03/11,76.4928,76.5843,69791288,76.9628,76.0843
2014/03/10,75.48,75.8457,44638950,76.19,75.477
2014/03/07,75.87,75.7771,55164427,75.9971,75.15
2014/03/06,76.1128,75.8214,46363282,76.3485,75.4428
2014/03/05,75.8457,76.0514,50000910,76.3928,75.59
2014/03/04,75.8571,75.8914,64772440,76.0914,75.3957
2014/03/03,74.7743,75.3943,59671581,75.8071,74.6871
2014/02/28,75.5828,75.1771,92930208,76.1071,74.5885
2014/02/27,73.8771,75.3814,75444623,75.54,73.7214
2014/02/26,74.8014,73.9071,69024270,75,73.6571
2014/02/25,75.6257,74.58,57961606,75.6521,74.4285
2014/02/24,74.7357,75.3643,72208942,75.7028,74.6314
2014/02/21,76.1133,75.0357,69688045,76.3671,74.9428
2014/02/20,76.1414,75.8785,76457383,76.7143,75.5714
2014/02/19,77.8214,76.7671,78415914,78.1271,76.3357
2014/02/18,78,77.9985,65048101,78.7414,77.9443
2014/02/14,77.4957,77.7128,68395257,77.9971,77.3157
2014/02/13,76.38,77.7757,76790093,77.8357,76.3143
2014/02/12,76.7071,76.56,76994423,77.08,76.1771
2014/02/11,75.8014,76.5657,70489461,76.8214,75.6428
2014/02/10,74.0943,75.57,86342646,75.9985,74
2014/02/07,74.4828,74.24,93444918,74.7042,73.9114
2014/02/06,72.8657,73.2157,64415139,73.3571,72.5443
2014/02/05,72.3657,73.2271,82072855,73.6114,72.3217
2014/02/04,72.2643,72.6843,94166758,72.78,71.8228
2014/02/03,71.8014,71.6471,100347900,72.5328,71.3286
2014/01/31,70.74,71.5143,116191705,71.6471,70.5071
2014/01/30,71.7914,71.3974,169602001,72.3571,70.9571
2014/01/29,71.9928,71.5357,125679438,72.4814,71.2314
2014/01/28,72.68,72.3571,266302550,73.5714,71.7243
2014/01/27,78.5814,78.6428,135926881,79.2571,77.9643
2014/01/24,79.1428,78.01,107943182,79.3743,77.8214
2014/01/23,78.5628,79.4543,100803600,79.5,77.8295
2014/01/22,78.7021,78.7871,94941728,79.6128,78.2585
2014/01/21,77.2843,78.4385,81897015,78.5814,77.2028
2014/01/17,78.7828,77.2385,106660852,78.8671,77.1285
2014/01/16,79.2714,79.1785,57313035,79.55,78.8114
2014/01/15,79.0743,79.6228,97888589,80.0285,78.8085
2014/01/14,76.8885,78.0557,83082535,78.1043,76.8085
2014/01/13,75.7014,76.5328,94612448,77.5,75.6971
2014/01/10,77.1185,76.1343,76235553,77.2571,75.8728
2014/01/09,78.1143,76.6455,69762819,78.1228,76.4786
2014/01/08,76.9728,77.6371,64158428,77.9371,76.9557
2014/01/07,77.76,77.1482,80172914,77.9943,76.8464
2014/01/06,76.7785,77.7043,103132361,78.1143,76.2285
2014/01/03,78.98,77.2828,98046999,79.1,77.2043
2014/01/02,79.3828,79.0185,58661530,79.5757,78.8601
2013/12/31,79.1671,80.1457,55761100,80.1828,79.1428
2013/12/30,79.6371,79.2171,63265305,80.0128,78.903
2013/12/27,80.5457,80.0128,56385717,80.63,79.9285
2013/12/26,81.1571,80.5571,50906710,81.3571,80.4823
2013/12/24,81.4128,81.0957,41888748,81.6971,80.8614
2013/12/23,81.1428,81.4414,125072328,81.5314,80.3943
2013/12/20,77.9185,78.4314,108738663,78.8014,77.831
2013/12/19,78.5,77.78,79939814,78.5714,77.6757
2013/12/18,78.5285,78.6814,141217062,78.7785,76.9714
2013/12/17,79.4014,79.2843,57137328,79.92,79.0535
2013/12/16,79.2885,79.6428,70547981,80.377,79.2871
2013/12/13,80.4071,79.2043,82974455,80.4114,79.0957
2013/12/12,80.306,80.0771,65465763,80.7628,80.0043
2013/12/11,81,80.1943,89783987,81.5671,79.9557
2013/12/10,80.5114,80.7928,69101620,81.1257,80.1714
2013/12/09,80.1286,80.9185,79945274,81.3685,80.1286
2013/12/06,80.8271,80.0028,85919076,80.9643,79.9385
2013/12/05,81.8071,81.1287,111600823,82.1622,80.9157
2013/12/04,80.7857,80.7143,94279248,81.3128,80.1171
2013/12/03,79.7571,80.9031,112338274,80.9114,79.6685
2013/12/02,79.7143,78.7471,117918255,80.6185,78.6885
2013/11/29,78.4971,79.4385,79532274,79.7614,78.2585
2013/11/27,76.6157,77.9943,90644497,78,76.2
2013/11/26,74.8743,76.2,99957720,76.5914,74.8571
2013/11/25,74.4314,74.82,57270811,75.1243,74.4285
2013/11/22,74.2171,74.2571,55833466,74.5943,74.0757
2013/11/21,73.9428,74.448,65382638,74.4585,73.3814
2013/11/20,74.1757,73.5714,48459468,74.3457,73.4757
2013/11/19,74.1471,74.2214,52105335,74.7685,73.9957
2013/11/18,74.9985,74.0898,60997871,75.3128,74.0285
2013/11/15,75.2257,74.9987,79339984,75.5843,74.9271
2013/11/14,74.6871,75.4514,70401611,75.6114,74.5528
2013/11/13,74,74.3763,49154022,74.6071,73.8514
2013/11/12,73.9528,74.2871,51067815,74.8457,73.8571
2013/11/11,74.2843,74.1497,56747589,74.5243,73.4871
2013/11/08,73.5114,74.3657,69617240,74.4471,73.2271
2013/11/07,74.2257,73.2131,65542966,74.7414,73.1971
2013/11/06,74.8785,74.4171,55716622,74.98,74.0285
2013/11/05,74.94,75.0641,66243519,75.555,74.7143
2013/11/04,74.4428,75.25,61011871,75.26,74.1157
2013/11/01,74.86,74.29,68524519,74.9714,73.6914
2013/10/31,75,74.6717,68774804,75.3557,74.4671
2013/10/30,74.23,74.9851,88125406,75.36,73.86
2013/10/29,76.61,73.8111,158499648,77.0357,73.5057
2013/10/28,75.5771,75.6965,124205797,75.8571,74.7443
2013/10/25,75.9021,75.1368,84316215,76.1757,75.0157
2013/10/24,75,75.9871,96004539,76.0671,74.6357
2013/10/23,74.1428,74.9943,78237833,75.0957,74.1428
2013/10/22,75.2007,74.2668,133200030,75.4928,72.5757
2013/10/21,73.11,74.4803,98700380,74.9,73.0743
2013/10/18,72.2843,72.6985,72195292,72.7514,72.2443
2013/10/17,71.4257,72.0714,63116954,72.1114,71.3828
2013/10/16,71.5414,71.5877,62449609,71.79,71.3186
2013/10/15,71.0721,71.24,79715744,71.7143,70.7886
2013/10/14,69.9757,70.8628,65216780,71.0828,69.9071
2013/10/11,69.57,70.4017,66797100,70.5486,69.3086
2013/10/10,70.1886,69.9483,69186523,70.34,69.5771
2013/10/09,69.2343,69.5126,75304273,69.6843,68.3257
2013/10/08,69.9914,68.7057,72260532,70.0914,68.6486
2013/10/07,69.5086,69.6786,77889233,70.3786,69.3357
2013/10/04,69.1228,69.0043,64638089,69.2286,68.3714
2013/10/03,70.0728,69.0586,78802384,70.3357,68.6769
2013/10/02,69.3757,69.9371,71799162,70.2571,69.1071
2013/10/01,68.35,69.7086,88194286,69.8771,68.3401
2013/09/30,68.1786,68.1071,64764985,68.8086,67.773
2013/09/27,69.1114,68.9643,56787853,69.2386,68.6743
2013/09/26,69.4286,69.46,59050786,69.7943,69.1286
2013/09/25,69.8857,68.79,79011544,69.9486,68.7757
2013/09/24,70.6971,69.8714,90481397,70.7814,69.6886
2013/09/23,70.8714,70.0914,189942957,70.9871,68.9428
2013/09/20,68.2857,66.7728,174425492,68.3643,66.5714
2013/09/19,67.2428,67.4714,100811930,67.9757,67.0357
2013/09/18,66.1686,66.3828,113636704,66.6214,65.8086
2013/09/17,63.9943,65.0457,99704600,65.6728,63.9286
2013/09/16,65.8571,64.3028,136563951,65.9443,63.8886
2013/09/13,67.0486,66.4143,74495492,67.4042,66.3857
2013/09/12,66.9286,67.5271,100856800,67.9143,66.5728
2013/09/11,66.7157,66.8157,224172687,67.67,66.4014
2013/09/10,72.3143,70.6628,185372026,72.4928,69.9286
2013/09/09,72.1428,72.31,84479315,72.56,71.9257
2013/09/06,71.2057,71.1743,89482147,71.34,69.9928
2013/09/05,71.4643,70.7528,58779242,71.5257,70.52
2013/09/04,71.3657,71.2416,86016026,71.7485,70.8971
2013/09/03,70.4428,69.7971,82966965,71.5143,69.6214
2013/08/30,70.2857,69.6023,68053649,70.4214,69.5
2013/08/29,70.2357,70.2428,59804259,70.9286,70.1614
2013/08/28,69.4286,70.128,76746763,70.8286,69.4286
2013/08/27,71.1428,69.7986,105846822,71.7871,69.4714
2013/08/26,71.5357,71.8528,82354395,72.8857,71.5
2013/08/23,71.8957,71.5743,55559766,71.9071,71.3357
2013/08/22,72.14,71.8514,60866474,72.2271,71.1714
2013/08/21,71.9414,71.7657,83783025,72.45,71.6
2013/08/20,72.8157,71.5814,89508677,72.9385,71.5457
2013/08/19,72.0485,72.5343,127401718,73.3914,72
2013/08/16,71.45,71.7614,90314517,71.8485,71.2657
2013/08/15,70.9171,71.13,122386917,71.7713,69.869
2013/08/14,71.1257,71.2143,188427037,72.0357,70.4857
2013/08/13,67.2771,69.9386,219450906,70.6657,66.8643
2013/08/12,65.2657,66.7657,90984207,66.95,65.2328
2013/08/09,65.52,64.9214,66643940,65.78,64.8071
2013/08/08,66.265,65.8586,63939790,66.3,65.4214
2013/08/07,66.2571,66.4257,74622262,66.7143,65.9671
2013/08/06,66.86,66.4643,83703085,67.4128,66.0243
2013/08/05,66.3843,67.0643,79577704,67.2386,66.0214
2013/08/02,65.43,66.0771,68411287,66.1214,65.2371
2013/08/01,65.1076,65.2394,51386070,65.2571,64.7514
2013/07/31,64.9986,64.6471,80624904,65.3346,64.2043
2013/07/30,64.28,64.76,77240193,65.3071,64.1757
2013/07/29,62.9714,63.97,62006404,64.2843,62.8857
2013/07/26,62.1857,62.9986,50020601,63.0057,62.0486
2013/07/25,62.9571,62.6428,57358143,63.0571,62.2586
2013/07/24,62.7043,62.93,147906334,63.5128,62.18
2013/07/23,60.8571,59.8557,88619467,60.9943,59.8157
2013/07/22,61.3514,60.9014,51912282,61.3928,60.7811
2013/07/19,61.8714,60.7071,67137272,61.9971,60.6214
2013/07/18,61.9114,61.6797,54658172,62.1243,61.5157
2013/07/17,61.3857,61.4728,49737479,61.7457,61.1743
2013/07/16,60.9314,61.4564,54028599,61.53,60.5957
2013/07/15,60.7157,61.0628,60473991,61.6371,60.6857
2013/07/12,61.0928,60.93,69863934,61.3986,60.4871
2013/07/11,60.4214,61.0411,81567174,61.1786,60.1671
2013/07/10,59.9428,60.1043,70064141,60.6857,59.75
2013/07/09,59.0857,60.3357,88135556,60.5,58.6257
2013/07/08,60.0157,59.2928,74476172,60.1428,58.6643
2013/07/05,60.0557,59.6314,68482701,60.47,59.3357
2013/07/03,60.1228,60.1143,60232176,60.4257,59.6357
2013/07/02,58.5657,59.7843,117427695,60.2328,58.4957
2013/07/01,57.5271,58.46,97736269,58.8957,57.3171
2013/06/28,55.9086,56.6471,144584903,57.1814,55.5528
2013/06/27,57.0357,56.2543,84237745,57.3414,56.22
2013/06/26,57.7,56.8671,91911848,57.8271,56.5228
2013/06/25,57.9571,57.5186,78533304,58.2557,56.9757
2013/06/24,58.2,57.5057,120047026,58.38,56.8643
2013/06/21,59.7843,59.0714,120212576,60,58.3
2013/06/20,59.9,59.5483,89321357,60.8543,59.31
2013/06/19,61.6286,60.4286,77690993,61.6657,60.4286
2013/06/18,61.6514,61.6814,48375328,62.1286,61.4586
2013/06/17,61.6343,61.7143,64784564,62.2428,61.4802
2013/06/14,62.2,61.4357,67955299,62.3271,61.2143
2013/06/13,61.7857,62.2807,71449021,62.4486,61.25
2013/06/12,62.7857,61.7414,66270567,63.0357,61.6428
2013/06/11,62.2486,62.5143,71515731,63.2514,61.9028
2013/06/10,63.5328,62.6986,112489474,64.1541,62.4
2013/06/07,62.3571,63.1158,101081990,63.32,61.8243
2013/06/06,63.6386,62.6371,104167451,63.8571,62.0071
2013/06/05,63.6643,63.5871,72524432,64.3886,63.3871
2013/06/04,64.7457,64.1871,72575322,64.9186,63.9128
2013/06/03,64.39,64.3886,92900598,64.6228,63.2114
2013/05/31,64.6428,64.2478,95688069,65.3,64.2143
2013/05/30,63.6643,64.5114,88354937,64.9286,63.5014
2013/05/29,62.8571,63.5643,82553265,63.9286,62.7714
2013/05/28,64.2714,63.0627,96311559,64.4443,62.9786
2013/05/24,62.9786,63.5928,69009031,63.6657,62.9086
2013/05/23,62.2786,63.1628,88239856,63.7371,62.2557
2013/05/22,63.4357,63.0506,110682773,64.05,62.6028
2013/05/21,62.5928,62.8086,113917824,63.64,62.0286
2013/05/20,61.7014,63.2757,112529584,63.6857,61.4428
2013/05/17,62.7214,61.8943,106966262,62.87,61.5728
2013/05/16,60.4628,62.0826,150737695,62.55,59.8428
2013/05/15,62.7371,61.2643,185168956,63,60.3371
2013/05/14,64.8357,63.4086,111617413,65.0286,63.1643
2013/05/13,64.5014,64.9628,79216224,65.4143,64.5
2013/05/10,65.4243,64.71,83615305,65.6728,64.3543
2013/05/09,65.6871,65.2528,99448260,66.1428,65.0828
2013/05/08,65.5771,66.2628,117977895,66.4814,65.1157
2013/05/07,66.4243,65.5226,120467656,66.5357,64.8143
2013/05/06,65.1014,65.8157,123979417,66.0286,64.9014
2013/05/03,64.4728,64.2828,90287637,64.7471,64.1643
2013/05/02,63.1114,63.6457,105409532,64.0843,62.9471
2013/05/01,63.4943,62.7557,126694438,63.5614,62.0557
2013/04/30,62.1571,63.2543,172699362,63.6071,61.7243
2013/04/29,60.0643,61.4457,159929048,61.9453,60
2013/04/26,58.5443,59.6007,190977767,59.8241,58.3214
2013/04/25,58.7464,58.34,95958899,59.1343,58.1428
2013/04/24,56.22,57.9231,242352533,59.3214,56.0714
2013/04/23,57.7128,58.0186,150492275,58.3401,56.9728
2013/04/22,56.0914,56.9528,107226032,57.4571,55.8964
2013/04/19,55.4243,55.79,152132166,57.0857,55.0143
2013/04/18,57.8557,56.0071,166414970,57.97,55.6774
2013/04/17,60.0386,57.5428,236094111,60.0857,56.8728
2013/04/16,60.2243,60.8914,76203143,60.9443,60.0814
2013/04/15,61,59.9786,79101214,61.1271,59.9357
2013/04/12,62.0214,61.4,59634201,62.0214,61.2986
2013/04/11,61.96,62.0471,82064315,62.57,61.6
2013/04/10,61.1571,62.2414,93883258,62.4371,60.8586
2013/04/09,60.9086,60.9971,76595913,61.2143,60.3928
2013/04/08,60.6928,60.8871,75145863,61.0714,60.3557
2013/04/05,60.6428,60.4571,95724469,60.7071,59.9543
2013/04/04,61.9657,61.1028,89574827,62.1428,60.75
2013/04/03,61.6243,61.7128,90550837,62.4686,61.4728
2013/04/02,61.0857,61.3988,132255450,62.5914,60.9143
2013/04/01,63.1286,61.2728,97168149,63.3854,61.1057
2013/03/28,64.26,63.2371,110618443,64.5456,63.0886
2013/03/27,65.2086,64.5828,81772975,65.2571,64.39
2013/03/26,66.4914,65.8766,73390892,66.5485,65.79
2013/03/25,66.3843,66.2257,124980207,67.1357,65.9686
2013/03/22,64.94,65.9871,98261129,66.0143,64.73
2013/03/21,64.3171,64.6757,95484439,65.4257,64.3
2013/03/20,65.3457,64.5828,76980353,65.3757,64.2271
2013/03/19,65.6428,64.9271,131468929,65.8528,64.0714
2013/03/18,63.0643,65.1028,149961185,65.3514,63.0286
2013/03/15,62.5614,63.38,160587468,63.4614,62.4643
2013/03/14,61.8328,61.7857,75801483,62.0914,61.4928
2013/03/13,61.2071,61.1928,101314460,62.0714,60.7657
2013/03/12,62.2286,61.2043,116142145,62.6971,61.0814
2013/03/11,61.3928,62.5528,118221425,62.7157,60.7343
2013/03/08,61.4,61.6743,97466769,62.2043,61.23
2013/03/07,60.6428,61.5117,116969895,61.7157,60.1514
2013/03/06,62.0728,60.8088,114860374,62.1786,60.6328
2013/03/05,60.2114,61.592,159227158,62.17,60.1071
2013/03/04,61.1143,60.0071,144332343,61.1714,59.8571
2013/03/01,62.5714,61.4957,137819681,62.5971,61.4257
2013/02/28,63.4357,63.0571,80512484,63.9814,63.0571
2013/02/27,64.0614,63.51,146554914,64.6343,62.95
2013/02/26,63.4028,64.1386,125040618,64.5057,62.5228
2013/02/25,64.8357,63.2571,92813518,65.0171,63.2243
2013/02/22,64.1786,64.4014,82560265,64.5143,63.8
2013/02/21,63.7143,63.7228,111563653,64.1671,63.26
2013/02/20,65.3843,64.1214,118823076,65.3843,64.1143
2013/02/19,65.8714,65.7128,108820003,66.1043,64.8357
2013/02/15,66.9786,65.7371,97873819,67.1657,65.7028
2013/02/14,66.36,66.6557,88785717,67.3771,66.2886
2013/02/13,66.7443,66.7157,118682866,67.6628,66.1743
2013/02/12,68.5014,66.8428,151743386,68.9114,66.8206
2013/02/11,68.0714,68.5614,128206578,69.2771,67.6071
2013/02/08,67.7143,67.8543,158143417,68.4014,66.8928
2013/02/07,66.1786,66.8886,175627813,67.1428,64.8743
2013/02/06,65.21,65.3357,148003914,66.6428,64.6543
2013/02/05,63.4357,65.4063,142959083,65.6771,63.1743
2013/02/04,64.8443,63.188,119044766,65.1343,63.1428
2013/02/01,65.5871,64.8028,134704470,65.64,64.05
